,ncaa_name,bd_name_x,school_id,division_x,hitting,H9_x,BB9_x,2B-A9_x,3B-A9_x,HR-A9_x,SO9_x,SHA9_x,SFA9_x,GO9_x,FO9_x,RBI9_x,HitValue,bd_name_y,division_y,pitching,H9_y,BB9_y,2B-A9_y,3B-A9_y,HR-A9_y,SO9_y,SHA9_y,SFA9_y,GO9_y,FO9_y,RBI9_y,PitchValue,NetValue,RankDate
264,Texas Tech,Texas Tech,700,1,700.0,0.751346656792551,-0.08937042711971428,0.1357670156498167,-0.04515598902016412,0.008883545166793497,-0.3636692403267287,0.0,0.24340279868109296,0.39877646432121033,-0.156561602572125,0.41926317404065555,1.302682395613388,Texas Tech,1,700.0,1.3752934590454153,-0.42871750171579187,-0.12839764387377153,0.04515598902016412,-0.21604103681467687,0.14464368073694642,0.020503254706280834,0.055322180041241474,0.07574043408200866,-0.2411415872466802,-1.2164550144653978,-0.5140937864842614,1.8167761820976494,2024-02-19
150,Minnesota,Minnesota,428,1,428.0,-0.6109895828863489,2.1838817134511816,0.18768922725440992,0.1554327677615371,-2.1833201233618564,-0.19683626108222785,-0.016814538241208463,0.26523887641036337,0.2014290350843545,0.03890279737079652,-1.035028659643512,-1.0104147478825105,Minnesota,1,428.0,-1.582868946317193,0.3054591650511859,0.08074178078114237,0.022159883500636093,-1.594405420081726,-0.28336417723736546,0.019587219136770872,0.01663056116330286,-0.0502754404009382,0.31934930428031433,0.0759708153016488,-2.6710152548222212,1.6606005069397107,2024-02-19
220,Sam Houston St.,Sam Houston State,624,1,624.0,0.26559745193693945,-0.029936172482910955,-0.07467097019609405,0.0,0.0,0.057607721552077544,0.0,-0.07577299430029873,-0.02398516285533131,0.04060083478046637,-0.033833114363761276,0.12560759407108704,Sam Houston State,1,624.0,-1.032251794226209,-3.700743415417188e-17,-0.06556475431852155,0.0,-0.25905742081122357,0.030995074443631438,0.0,-0.06735377271137662,0.030296173632803475,-0.09853685744472751,-0.05618655505577216,-1.5176599064913956,1.6432675005624826,2024-02-19
229,Seton Hall,Seton Hall,635,1,635.0,0.6865660127188397,0.7313168069130124,0.3027776597061318,-0.0072456888161713875,-0.9142842444524257,-0.07450982304656617,-0.0234016916449457,-0.056741523312991864,-0.11208230953684584,0.13241919812713876,2.0259098694968847,2.6907242661520607,Seton Hall,1,635.0,0.20650752402248163,0.3868367216447122,0.034355939694586696,-0.03873114581089868,-0.282181404609531,-0.042410146116993765,0.007557228237104166,-0.061760045834927856,-0.07421959022282647,0.07663984401215417,0.8349381488767987,1.0475330738926596,1.6431911922594011,2024-02-19
39,California Baptist,California Baptist,30135,1,30135.0,1.2198551478882158,0.7786448104874644,0.15334084972405015,-0.009227432326630217,0.2712360162472727,-0.05940066781435965,0.03693642794195165,-0.1069764520274218,-0.02741755020826699,0.15139571585013767,0.26209802672156085,2.6704848924839744,California Baptist,1,30135.0,1.2540530224673356,0.18216136337288324,0.12957042487956671,-0.11251514256342651,0.27517967399561755,-0.030544444938144663,-0.023940277369783464,-0.11415378586951726,0.2306644875608695,-0.11062301886568246,-0.6459159260474813,1.0339363766222371,1.6365485158617372,2024-02-19
202,Penn St.,Penn State,539,1,539.0,1.9603565216268537,-0.29688570892685084,-0.06861510066230539,0.0,0.4828789820751125,0.17479184342127094,0.009454175469246425,-0.15243289969402601,0.09143472595188656,-0.1265921715074294,-0.19349922125843588,1.8808911464953224,Penn State,1,539.0,0.3569599549794197,-0.7362230471512711,0.008405913494523222,0.20002692011275824,0.46139416537657973,-0.24888076182159613,0.019152221895826778,-0.24402935063124342,0.02765484954057472,0.21665599075859765,0.2278862449692166,0.289003101523386,1.5918880449719364,2024-02-19
275,UC Riverside,UC Riverside,111,1,111.0,0.8284150312989786,-0.8668015203508418,0.22000698706914132,-0.03592136930326125,-0.28261829919427006,-0.05528208540655442,0.015895152976656064,0.14837345366511878,0.08547759951917139,-0.27295353032926006,0.5421155739586321,0.32670699390351066,UC Riverside,1,111.0,-1.0374557352243299,-0.10228883760234278,-0.1349970754581521,-0.11667598694677286,-0.6322997923179556,-0.36000559518729275,0.007643127182972043,0.04124559384856666,0.13349806246461499,2.7755575615628914e-17,0.9981692351002843,-1.2031670041404077,1.5298739980439184,2024-02-19
268,The Citadel,The Citadel,141,1,141.0,-0.06802770613580122,-0.06754271316750167,-0.03278237715926079,0.0,-0.07555841440327345,0.019371921527269503,-0.01248117442498487,-0.019443359402925076,-0.018935108520502213,0.08000195789645616,0.18906319648449102,-0.006333777306032601,The Citadel,1,141.0,-0.7658783817722052,-0.0982439464254577,-0.11356148566545028,0.058659350436709966,-0.1727049472074822,-0.015497537221815572,-0.01248117442498487,0.0,0.04544426044920527,-0.04926842872236381,-0.38802272293992335,-1.5115550134937674,1.5052212361877348,2024-02-19
171,Nicholls St.,Nicholls State,483,1,483.0,0.0,-0.11052443972863983,0.036880174304168456,0.0,0.0,3.700743415417188e-17,0.014041321228107978,-0.07577299430029873,-0.03408319533690387,0.01847566077088623,0.44265391912983515,0.2916704460671554,Nicholls State,1,483.0,-0.5442216490863959,-0.2836058445749448,-0.06556475431852155,0.0,-0.08635247360374121,-0.06199014888726282,-0.01248117442498487,-0.06735377271137662,-0.015148086816401748,-0.04926842872236381,0.008248157846205103,-1.1777381752997886,1.4694086213669442,2024-02-19
102,Illinois,Illinois,301,1,301.0,-1.3814278354018144,-1.6403212326072958,-0.27195346032363915,-0.21283053897150594,0.35059537221456616,-0.029804423816619158,0.09261011313526461,-0.6316921788160149,0.10271125117376073,-0.14415371470659616,-0.1085837123017728,-3.874850360421667,Illinois,1,301.0,-2.4909061799113568,-1.3111061933177308,-0.27382663633076215,-0.22383964869761042,0.4411049060870543,-0.35092604996502563,0.03422302478499369,-0.5989634882734423,0.21835291394580386,-0.17487917644120052,-0.6034753929122836,-5.33424192103156,1.4593915606098928,2024-02-19
191,Notre Dame,Notre Dame,513,1,513.0,-0.13605541227160023,-0.34032701348993416,-0.028390371416362584,0.0,-0.09971124776062006,0.015497537221815775,-0.024962348849969746,-0.06735377271137662,-0.01514808681640161,-0.06569123829648506,0.171934285672548,-0.5902076687183863,Notre Dame,1,513.0,-0.7545826015868489,-1.460245000365797,-0.1440549935725937,0.10158951328258903,0.6891931634248946,0.14020886610457717,-0.12526098045833797,-0.12120889290327697,-0.35313313911931693,0.18884996187393097,-0.2032176410904619,-2.0418617444106415,1.4516540756922551,2024-02-19
306,UC San Diego,,112,1,112.0,0.4639455581889302,-3.3306690738754696e-16,-0.11064052291250522,-0.06599176924129871,-0.0971465328042086,0.0348694587490852,0.014041321228107978,-0.08749511731316299,0.05903382600781217,-0.1108539646253182,0.11126520890755986,0.21102746618500134,,1,112.0,-0.7381868167660017,-0.2836058445749449,-0.028390371416362584,-0.058659350436709966,-0.17270494720748242,0.0464926116654469,-0.01248117442498487,-0.06735377271137662,-0.030296173632803607,0.1280031326343297,0.01758838808466597,-1.1995943187862244,1.4106217849712257,2024-02-19
212,Radford,Radford,563,1,563.0,-8.881784197001252e-16,-0.05672116891498883,1.850371707708594e-17,0.0,0.0,-0.015497537221815605,0.0,0.0,-0.015148086816401752,0.03284561914824246,-0.00112099878808689,-0.05564217259305149,Radford,1,563.0,-0.2295935082083244,-0.2552452601174509,0.0,-0.06599176924129871,-0.44870061492279073,-0.017434729374542452,-0.014041321228107978,-0.07577299430029873,0.03408319533690391,-0.018475660770886564,-0.3626347464593899,-1.4538074092861863,1.398165236693135,2024-02-19
309,Louisiana,,671,1,671.0,-0.12672234283223713,-0.03769882568130364,0.0068962927560640595,-0.05865935043670997,-0.11764711244926811,-0.035854768581451806,0.013005968210756303,-0.07392487248809641,0.09222783345229972,-0.11825913468632844,0.16506958794673335,-0.29156672478954204,,1,671.0,-0.37649380817325956,-0.6656658163047512,0.016711501546054823,-0.0488425403745876,0.0628885092754948,0.05108578608047183,0.003440998692249333,-0.12203469611924532,0.0002503520953478487,-0.018739602141412043,-0.4785887516777754,-1.5759880671014124,1.2844213423118704,2024-02-19
207,Prairie View,Prairie View A&M,553,1,553.0,0.2058026208191808,0.3783209228098705,-0.22217010053782746,-0.08639245482329823,-0.23005535202569294,-0.23176884849238358,0.17718769705493612,0.14442677925248507,-0.12130387934794258,0.327051849432429,2.1533592741395933,2.49445850828135,Prairie View A&M,1,553.0,0.33723665145530785,-0.8375056782843703,-0.20509732899230823,-0.05109440464930484,0.3332912781254411,0.2682889144109773,-0.033350983585405704,-0.08970635507888759,0.1126070398394005,-0.435801841072512,1.8354178121474618,1.2342851043157999,1.2601734039655503,2024-02-19
256,Tennessee Tech,Tennessee Tech,692,1,692.0,0.4271244821421902,-0.056721168914989316,-0.12956752469447227,-0.06599176924129871,-0.0971465328042086,0.001937192152727039,0.0,0.0,0.07763394493405897,-0.08006119667384108,0.11366005120244882,0.19086747810261506,Tennessee Tech,1,692.0,-0.4081662368147965,-0.22688467565995576,-0.028390371416362584,-0.058659350436709966,-0.34540989441496484,-0.01342126093018721,0.0,-0.06735377271137662,0.03935588400520831,-5.551115123125783e-17,0.07588534753705693,-1.0330443308420882,1.2239118089447034,2024-02-19
91,Gonzaga,Gonzaga,260,1,260.0,0.06802770613580013,0.05672116891498913,0.0,0.0,0.08635247360374143,0.015497537221815775,-0.01248117442498487,0.0,-1.850371707708594e-17,-0.016422809574121233,-0.1711147640289792,0.02658013784826113,Gonzaga,1,260.0,-0.459187016416646,-0.19143394508808775,-0.03193916784340791,-0.06599176924129871,-0.19429306560841783,0.06039567418584287,-0.014041321228107978,0.0,-0.017041597668451997,-0.016000391579291402,-0.23272053511428817,-1.162253135602155,1.1888332734504161,2024-02-19
189,Northwestern,Northwestern,509,1,509.0,0.40816623681479774,-0.05672116891498898,1.850371707708594e-17,0.0,0.0,-0.030995074443631143,-0.02496234884996974,-0.06735377271137662,0.04544426044920527,-0.01642280957412129,0.09531542933008019,0.35247075209999545,Northwestern,1,509.0,1.3013285537372568,-1.3490601852832018,0.08880835343890807,-0.009973577698194198,-0.9205387391240315,-0.04443127682998129,0.08755515084916136,0.11103960509860529,0.17917935682484165,-0.2427339344062862,-0.008804412738220227,-0.8076311061311421,1.1601018582311375,2024-02-19
62,Delaware St.,Delaware State,178,1,178.0,0.13605541227159837,0.22688467565995532,1.850371707708594e-17,0.0,-0.17270494720748242,0.030995074443631365,-0.02496234884996974,-0.13470754542275323,0.030296173632803496,0.04266771087810998,0.16664724931662533,0.3011714547225185,Delaware State,1,178.0,-0.5867389654212728,0.042540876686242145,0.0,0.0,-0.0971465328042086,-0.03019783709292118,-0.02496234884996974,-0.07577299430029873,0.015148086816401887,0.0017778212865879187,-0.0790695765749609,-0.8344214702544,1.1355929249769185,2024-02-19
249,Stanford,Stanford,674,1,674.0,0.4421800898826964,-0.021270438343121163,-0.0450757685939836,0.11853447117793081,0.08724734179054276,0.005811576458180885,-0.028082642456215955,-0.06735377271137662,0.02272213022460275,0.016422809574121355,0.13060799206795193,0.6617437890713296,Stanford,1,674.0,-0.4081662368147974,0.05672116891498898,1.1102230246251565e-16,-0.05865935043670997,0.0,-0.030995074443631143,0.0,-0.13470754542275323,0.030296173632803385,0.016422809574121358,0.0997701209426669,-0.4293179340533111,1.0910617231246407,2024-02-19
242,Southern Miss.,Southern Mississippi,664,1,664.0,0.8000062801081472,-0.46192360467740884,0.07494440054157514,-0.06652844498761543,0.7737863514912566,-0.0021956104846218493,-0.06132220904657686,-0.24976419675255546,0.32238153736486763,-0.2909963268039874,0.027327881790110062,0.865716058543191,Southern Mississippi,1,664.0,5.181040781584064e-16,-0.09824394642545729,0.0,0.05865935043670997,-0.08635247360374121,-0.04026378279056203,0.0,0.0,-1.7578531223231644e-16,-9.251858538542972e-17,-0.0568090557864932,-0.2230099081695435,1.0887259667127345,2024-02-19
299,Milwaukee,Wisconsin-Milwaukee,797,1,797.0,0.1767411650243562,-0.05672116891498894,-0.028390371416362584,-0.05865935043670997,0.0,-0.04649261166544718,0.01248117442498487,0.06735377271137667,0.026237256003472192,0.016422809574121358,0.04310051628776449,0.1520731915925671,Wisconsin-Milwaukee,1,797.0,-0.3826558470138717,-0.16578665959295932,-0.09581750353022377,-0.06599176924129871,0.0,-0.034869458749085334,0.0,-0.07577299430029873,-0.014758456501953144,0.018475660770886165,-0.09027131273909957,-0.9074483408979042,1.0595215324904712,2024-02-19
146,Miami (OH),"“Miami, Ohio”",414,1,414.0,0.2040831184073982,0.1296483860914032,-0.05678074283272517,0.0,0.0,-0.0066418016664922435,0.0,0.0,-0.0937044857266861,0.04223008176202611,0.14113781286599741,0.35997236890092144,"“Miami, Ohio”",1,414.0,0.2551038980092475,-0.531760958578022,-0.09581750353022378,0.0,-0.19429306560841764,-0.005811576458180756,-0.018721761637477307,-0.05833007820877515,-0.0344363985045573,0.04926842872236376,-0.05326149321187995,-0.6880605090059224,1.0480328779068437,2024-02-19
15,Ark.-Pine Bluff,Arkansas-Pine Bluff,2678,1,2678.0,0.3919889164532366,0.2583580071920528,-0.003598065785772523,0.0,-0.005471958718570573,0.06378559527271714,0.013873256271059167,-0.07392487248809641,0.014547705326727273,-0.07615577244584903,0.48435793858107284,1.0677607496585773,Arkansas-Pine Bluff,1,2678.0,0.17674116502435447,0.11344233782997797,1.850371707708594e-17,-0.05865935043670997,0.0,-0.013421260930187431,0.01248117442498487,0.0,-0.015148086816401748,-4.625929269271486e-17,-0.16106711174486973,0.054368867351148376,1.0133918823074288,2024-02-19
255,Tennessee,Tennessee,694,1,694.0,-0.3117936531224153,0.7156320811441111,-0.04971993869154564,0.04515598902016412,0.6514468187027179,0.12139737490422282,-0.05348768383754654,0.3559962655877192,0.18935108520502184,-0.394284286525361,-1.0372117159472491,0.2324823364398394,Tennessee,1,694.0,-0.6262143924573911,0.42679221000668566,-0.15271790335167842,0.09636173343601905,-0.265491330419537,-0.057992246657842694,0.0,-0.42127278706337684,0.0465834458398696,0.3771237857081747,-0.16549294158526354,-0.7423204265443404,0.9748027629841798,2024-02-19
143,Memphis,Memphis,404,1,404.0,0.1271594814692245,0.2844784779428671,0.004034754111908987,-0.05865935043670997,-0.00920411517790328,0.06850991140606714,0.0,0.0,-0.0057096634923360185,-0.043962597936878255,0.12148911868921934,0.4881360165754596,Memphis,1,404.0,-0.44767999425946914,0.2085618834017545,0.0013251949085220094,-0.08726184362485784,-0.16737373119430007,-0.02427928935936628,0.0,0.0,0.006346629259045694,0.06371519344048418,0.004066330079630569,-0.44257962734855644,0.9307156439240161,2024-02-19
78,FIU,Florida International,231,1,231.0,0.8163324736295955,0.09210369977386662,-0.010646389281135933,0.0,0.14956687164092988,0.03486945874908528,0.0,-0.10103065906706492,0.017041597668451796,0.07390264308354592,-0.05669963733357027,1.015440058863704,Florida International,1,231.0,0.029154731201055866,0.2673997963135198,-0.028390371416362584,0.0,0.02467213531535474,-0.06863195055375522,0.0,-0.1731954155435399,-0.00649203720702915,0.011730578267229452,0.07705835566849961,0.13330582204497263,0.8821342368187314,2024-02-19
107,Indiana St.,Indiana State,305,1,305.0,1.546947617843413,0.06530283966927664,0.1902060841427945,0.012700121911921158,-0.8150685176448658,-0.26011529509268505,0.04346124427859574,0.0,0.20164928424511647,0.12658414554362074,0.12099959344066274,1.23266711833785,Indiana State,1,305.0,0.7077102362980485,-0.46515753824447226,0.1704000646090744,0.6127808822501959,-0.7564222934157406,-0.04935115130544637,0.000900751176758462,0.0,0.13322599956851505,-0.0003765646758293606,0.01142342132697252,0.36513380758807606,0.8675333107497738,2024-02-19
243,Saint Mary’s (CA),St Mary’s,610,1,610.0,0.6406867232132875,-0.0425408766862417,0.040977971449076,-0.016933495882561544,-0.1121751537306978,-0.015497537221815608,0.0,-0.07577299430029873,-0.043550749597154936,0.07912802747494947,-0.10364126144851611,0.35068065327002645,St Mary’s,1,610.0,-0.13605541227159942,1.1102230246251565e-16,0.056780742832725224,-0.05865935043670997,0.08635247360374143,-0.01342126093018721,0.0,0.0,1.1102230246251565e-16,0.016422809574121452,-0.44678920033690855,-0.4953691979648168,0.8460498512348433,2024-02-19
272,Tulane,Tulane,718,1,718.0,-1.3147234601506137,2.3485716151317013,-0.2370386713939988,-0.04517327426395829,0.4050468566913687,-0.02501002678759881,-0.04267550522741875,-0.24482897032737178,-0.16968415168867781,0.39101169814688397,0.11251426814871332,1.1780103782790292,Tulane,1,718.0,0.40816623681479774,-0.05672116891498898,1.850371707708594e-17,0.0,0.0,-0.030995074443631143,-0.02496234884996974,-0.06735377271137662,0.04544426044920527,-0.01642280957412129,0.09531542933008019,0.35247075209999545,0.8255396261790338,2024-02-19
293,Western Ill.,Western Illinois,771,1,771.0,0.05891372167478553,0.05672116891498943,1.850371707708594e-17,0.0,-0.25905742081122346,0.03099507444363107,0.01248117442498487,0.0,-2.7755575615628914e-17,0.016422809574121094,0.18118382287735477,0.09766035109864327,Western Illinois,1,771.0,-0.6002174230312342,-0.08508175337248337,-0.05736916002870627,0.0,-0.27420593134170496,0.005032972848820309,-0.01248117442498487,0.0757729943002987,-0.03037004883059166,0.0123171071805913,0.26156716432329813,-0.7050352523766967,0.80269560347534,2024-02-19
76,Fla. Atlantic,Florida Atlantic,229,1,229.0,0.3401385306789983,-0.05672116891498972,0.05678074283272539,0.0,-0.08635247360374121,0.030995074443631365,-0.01248117442498487,-0.06735377271137662,0.04544426044920524,0.016422809574121455,0.34981383541675487,0.6166866637403442,Florida Atlantic,1,229.0,0.2065719369245634,0.12520160455625606,-0.03638044294503329,-0.06599176924129871,-0.2843313155245136,-0.011583398998660953,0.0,-0.004268054503081098,-0.010391218090519634,-0.0411955196108021,-0.05215783464693369,-0.17452601208002355,0.7912126758203677,2024-02-19
135,Marist,Marist,386,1,386.0,5.181040781584064e-16,-0.09824394642545729,0.0,0.05865935043670997,-0.08635247360374121,-0.04026378279056203,0.0,0.0,-1.7578531223231644e-16,-9.251858538542972e-17,-0.0568090557864932,-0.2230099081695435,Marist,1,386.0,-3.0845248148880002,1.809235851640402,-0.3272796274365077,0.4378023910702698,-1.604508633995558,0.20094109586457742,0.005913041541591296,0.8034095488152282,-0.18394431252972485,-0.07718343207171774,1.023028363013841,-0.9971105289755988,0.7741006208060554,2024-02-19
215,Richmond,Richmond,575,1,575.0,-0.12026326620436062,0.027347706441155695,-0.015805788987500874,0.0,-0.14422519765375402,-0.0049813512498693285,-0.020845955804981515,-0.1749902346263258,-0.016919566125428016,-5.551115123125783e-17,0.0716042884350594,-0.39907936577600517,Richmond,1,575.0,0.03279907260118897,-0.20452809788763887,-0.02168998902707822,-0.09797236903482034,-0.007150717265183515,0.014652622424910139,0.0,-0.15909014770161423,5.551115123125783e-17,-1.1102230246251565e-16,-0.724909261187811,-1.167888887078047,0.7688095213020418,2024-02-19
269,Toledo,Toledo,709,1,709.0,0.05442216490863899,0.11911445472147701,-0.006556475431852134,0.0,-0.08635247360374121,-0.003099507444363029,-0.011233056982486389,-0.06061839544023904,-0.006059234726560614,0.06542382334643494,-0.22114023040305456,-0.15609893105574602,Toledo,1,709.0,-0.6275555891027528,-0.06381131502936248,-0.01475206972166739,0.0,-0.11217515373069749,-0.0627650257483533,-0.00842479273686478,0.05249707038789769,0.03749151487059441,0.025865925079240844,-0.11561472540104117,-0.8892441611330064,0.7331452300772604,2024-02-19
201,Pacific,Pacific,534,1,534.0,0.11904848573764822,0.09075387026398224,-0.0008195594289815353,-0.052793415393038945,0.0,0.0685371903629306,-0.022466113964972778,-0.12123679088047802,-0.027645258439933335,-0.005747983350942347,0.004533002517517833,0.05216342742373192,Pacific,1,534.0,-0.18277725837412406,-0.07398413336737697,-0.027156007441738156,-0.058659350436709966,-0.08635247360374121,0.0033690298308294377,0.0,0.0014642124502472357,-0.007903349643339955,0.012852633579747174,-0.2546917635375506,-0.6738384605437571,0.726001887967489,2024-02-19
168,New Orleans,New Orleans,474,1,474.0,-0.3146281408780739,0.07090146114373636,0.057369160028706435,0.0,-0.0971465328042086,0.007748768610908045,0.0,-0.13470754542275323,-0.07005990152585843,0.0862197502641366,0.2909650438892175,-0.10333793669418923,New Orleans,1,474.0,-0.17674116502435458,-0.09824394642545732,-0.028390371416362584,-0.058659350436709966,-0.4317623680187059,0.013421260930187431,-0.01248117442498487,-0.06735377271137662,0.030296173632803496,-0.08211404787060621,0.12615652917298328,-0.7858722325925838,0.6825342958983945,2024-02-19
11,Arizona St.,Arizona State,28,1,28.0,0.2636073612762235,0.24815511400307608,-0.10654272576759771,0.0,-0.0747834358204651,-0.034869458749085334,0.0,0.06805175791023783,0.0,0.048001174737873555,0.21060900015714226,0.6222287877474051,Arizona State,1,28.0,0.544221649086396,-0.14736591963818604,-0.19873259991453807,0.0,-0.09971124776062042,-0.061990148887262786,0.01248117442498487,0.0,0.060592347265607104,-0.014222570292703287,-0.14323943547589654,-0.04796675119221909,0.6701955389396241,2024-02-19
67,Eastern Ill.,Eastern Illinois,201,1,201.0,0.35898914799804454,0.08053545910786548,0.05245180345481726,0.0,-0.23315167873010126,-0.0017711471110646675,-0.022466113964972778,0.06221875008936023,0.02943056867186621,-0.01829970209687808,0.036705827597721376,0.34464291501665834,Eastern Illinois,1,201.0,0.10604469901461329,0.0,0.01966942629555642,-0.05279341539303894,-0.0971465328042086,-0.020921675249451117,-0.014041321228107978,0.0,-0.006816639067380679,0.03448790010565461,-0.23449320577331345,-0.26601076409967644,0.6106536791163348,2024-02-19
60,Dayton,Dayton,175,1,,,,,,,,,,,,,0.0,Dayton,1,175.0,-0.41239605172349547,-0.09824394642545732,0.0,0.0,-0.08635247360374121,0.07748768610907841,0.0,-0.06735377271137662,0.03935588400520831,-0.05689028117081301,0.0007344630617906652,-0.6036584924588062,0.6036584924588062,2024-02-19
120,Lafayette,Lafayette,342,1,342.0,-8.881784197001252e-16,0.05672116891498905,0.028390371416362786,-0.05865935043670997,0.08635247360374143,-0.026842521860374474,0.0,-0.06735377271137662,-0.015148086816401804,0.0,0.23155614120788146,0.23501642331811096,Lafayette,1,342.0,-0.15306233880554934,-7.031412489292658e-16,0.03688017430416857,-0.06599176924129871,0.0,-0.05230418812362788,0.014041321228107978,-0.07577299430029881,0.01704159766845188,-0.01847566077088623,-0.06069524933977336,-0.3583391073807066,0.5933555306988176,2024-02-19
97,High Point,High Point,19651,1,19651.0,0.23765211249143497,0.07406719060884519,-0.14311534107088078,-0.11108924989017065,-0.2314816382881139,-0.33838673168760847,-0.03255493852985987,-0.19916926749087982,0.029618379456364585,0.30020345545451715,0.8001270460811876,0.3858710171348361,High Point,1,19651.0,0.29916729857448243,0.05801028639032957,-0.07040760548977607,0.0,-0.16121254305563418,5.551115123125783e-17,-0.016213521181652295,0.0,-0.008435929693423515,-0.0033592110492520755,-0.3015407500764543,-0.2039919755813804,0.5898629927162166,2024-02-19
211,Quinnipiac,Quinnipiac,562,1,562.0,0.05891372167478409,0.11344233782997737,0.028390371416362612,0.0,0.08635247360374143,0.013421260930187381,0.01248117442498487,-0.06735377271137662,0.0,0.014222570292703454,0.07084197072996427,0.33071210819132885,Quinnipiac,1,562.0,-0.07653116940277549,-0.05526221986432042,-0.03688017430416831,0.0,0.0,-0.06973891749817056,-0.014041321228107978,-0.15154598860059745,0.06816639067380768,-0.03200078315858258,0.14805125406923894,-0.21978292931367613,0.550495037505005,2024-02-19
180,UNC Greensboro,North Carolina-Greensboro,459,1,459.0,-0.05243968632590809,0.19353761481433063,0.019048002113141976,0.0,0.05793661786090987,-0.05807276364023354,-0.014041321228107978,0.06634245158910157,-0.03558135776929531,0.0032484678278479895,0.34619913588879503,0.5261771611305821,North Carolina-Greensboro,1,459.0,0.0058913721674773364,0.06877076249782015,-0.01987325999145381,0.040640390118147664,0.08635247360374143,-0.04184335049890218,0.0,0.0,-0.024236938906242927,-0.013138247659297,-0.11936556279016158,-0.01680236145887093,0.542979522589453,2024-02-19
117,Kent St.,Kent State,331,1,331.0,0.20408311840739923,-0.05672116891498887,1.850371707708594e-17,0.0,-0.1727049472074822,0.04649261166544718,-0.01248117442498487,0.0,0.013118628001736193,0.016422809574121358,0.32057934478365524,0.3587892218849033,Kent State,1,331.0,0.11904848573764866,-0.04963102280061543,0.06387833568681588,0.0,-0.19990877396942278,0.09562648412758418,0.0,0.0,-0.03607622700477419,-0.03489847034500763,-0.13918883237977275,-0.18115002094754407,0.5399392428324474,2024-02-19
208,Presbyterian,Presbyterian,1320,1,1320.0,-0.11902540917383347,0.023644249971790432,-2.7755575615628914e-17,0.0683797583896288,0.04206568264901145,0.01986987488962076,0.014549422815721658,0.03281066899243637,-0.025562396502678025,-0.020785118367247155,0.08075697436736744,0.11670370803181822,Presbyterian,1,1320.0,-0.3295113457744486,5.551115123125783e-17,0.0,0.0,-0.06597251502834284,-0.01056704174476403,0.0,0.0,0.0,-0.0026393801101266545,0.0,-0.4086902826576821,0.5253939906895003,2024-02-19
104,UIC,Illinois-Chicago,302,1,302.0,-0.2721108245431984,0.3929757857018296,0.0,-0.1759780513101299,0.08635247360374143,-0.03099507444363142,-0.01248117442498487,-0.06735377271137662,-0.015148086816401665,4.625929269271486e-17,0.30320459126208227,0.20846586631793051,Illinois-Chicago,1,302.0,-0.11904848573764808,-0.07799160725810934,0.016391188579630418,0.0,-0.03739171791023262,-0.0019371921527270113,0.0,0.0,-0.0075740434082007995,-0.03900417273853779,-0.03878391195359043,-0.30533994257941566,0.5138058088973462,2024-02-19
298,Winthrop,Winthrop,792,1,792.0,0.06802770613579856,-0.025782349506813167,-0.028390371416362584,0.0,0.06345261221130351,-0.09275278996502019,-0.010211869984078532,-0.05510763221839907,0.01239388921341962,0.061212290230815834,-0.23874462311877806,-0.2459031384181141,Winthrop,1,792.0,-0.2721108245431976,-0.09377831249702746,0.008940648316161981,0.0,-0.13596988330993662,-0.03240394146379646,0.009171284708813426,-0.13470754542275323,0.023852050912247274,0.013436844197008404,-0.1385500518441282,-0.7521197309466084,0.5062165925284944,2024-02-19
10,Arizona,Arizona,29,1,29.0,0.025510389800924866,0.24106496788870305,-0.02458678286944564,0.007332418804588747,0.09714653280420914,0.005811576458180885,0.0,-0.15154598860059745,-0.030296173632803413,0.12890123857696653,0.21493422360003744,0.5142724028307641,Arizona,1,29.0,0.13605541227159815,3.700743415417188e-17,-0.028390371416362564,0.0,-0.08635247360374121,0.06710630465093645,0.0,-0.06735377271137662,-0.045444260449205263,0.028445140585406523,0.01726740792914076,0.02133338725639625,0.49293901557436787,2024-02-19
177,NC State,North Carolina State,490,1,490.0,-0.16156580207252494,0.21270438343120848,0.03193916784340794,0.0,0.04985562388031014,0.007748768610907795,0.0,0.0,0.007574043408200892,-0.053374131115893696,0.2151272501830531,0.3100093041686697,North Carolina State,1,490.0,-7.401486830834377e-16,0.0,0.028390371416362612,0.0,0.17270494720748242,-0.015497537221815646,0.0,0.06735377271137667,0.015148086816401752,-0.08533542175621973,-0.365190802566179,-0.18242658339259166,0.49243588756126133,2024-02-19
99,Holy Cross,Holy Cross,285,1,285.0,-0.06802770613580078,0.2268846756599562,-0.028390371416362584,0.05865935043670997,0.0,-0.08052756558112385,-0.01248117442498487,-0.06735377271137662,-0.026237256003472112,0.09853685744472764,0.11579070130729852,0.21685373857557153,Holy Cross,1,285.0,-0.2615074193672886,0.13471277617309876,0.0040977971449076556,0.0,-0.024927811940154993,-0.0038743843054539484,-0.014041321228107978,-0.07577299430029873,-0.07298618573096925,-0.057479833509424316,0.09860543742617674,-0.2731739396375147,0.49002767821308624,2024-02-19
